hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字
0.0004,19.9073,space,19.8806,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,19.908,37.4644,space,17.5253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,37.4815,37.964,37.9652,41.7466,f,3.7317,,0,0,0,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,41.7481,42.2462,42.2481,44.8457,f,2.5509,,0,1,1,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,44.8474,45.3459,45.3472,49.1624,f,3.7628,,0,2,2,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,49.1642,49.6622,49.6631,51.2948,j,1.5805,,0,3,3,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,51.2957,53.3946,space,2.0671,,,,,,,,,,,,,,,,
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,53.4038,53.8949,,,,,,,,,,,,0,f,w58.png,,,,,,53.896,56.7606,f,1,2.8173,,0,0,0,47,1,filler_假詞,,,輕牛
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,56.7612,57.261,,,,,,,,,,,kíng-tsìng,1,j,w16.png,,,,,,57.2615,60.8272,j,1,3.5332,,0,1,1,13,1,實驗材料,低,低,警政
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,60.8278,61.3271,,,,,,,,,,,,0,f,w75.png,,,,,,61.3277,66.3262,,0,,,0,2,2,64,1,filler_假詞,,,野吉
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,66.3267,66.8262,,,,,,,,,,,,0,f,w90.png,,,,,,66.8266,70.0753,f,1,3.1877,,0,3,3,79,1,filler_假詞,,,失務
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,70.0756,70.5755,,,,,,,,,,,,0,f,w61.png,,,,,,70.576,74.1747,f,1,3.5542,,0,4,4,50,1,filler_假詞,,,呆膽
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,74.1751,74.6749,,,,,,,,,,,huâinn-ti̍t/huînn-ti̍t,1,j,w48.png,,,,,,74.6753,76.3747,j,1,1.6538,,0,5,5,39,1,filler_純台語詞,,,橫直
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,76.375,76.8749,,,,,,,,,,,ha̍k-huē,1,j,w36.png,,,,,,76.8755,79.4409,f,0,2.5319,,0,6,6,29,1,實驗材料,低,懸,學會
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,79.4415,79.9411,,,,,,,,,,,,0,f,w86.png,,,,,,79.9415,83.5403,j,0,3.5604,,0,7,7,75,1,filler_假詞,,,涼層
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,83.5408,84.0408,,,,,,,,,,,kiù-miā,1,j,w26.png,,,,,,84.0414,86.3569,j,1,2.2817,,0,8,8,21,1,實驗材料,懸,低,救命
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,86.3576,86.8569,,,,,,,,,,,uî-pio,1,j,w13.png,,,,,,86.8573,89.673,j,1,2.784,,0,9,9,10,1,實驗材料,低,低,圍標
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,89.6755,90.1735,,,,,,,,,,,,0,f,w79.png,,,,,,90.1746,93.3558,f,1,3.1504,,0,10,10,68,1,filler_假詞,,,熱條
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,93.3568,93.8559,,,,,,,,,,,í-king,1,j,w1.png,,,,,,93.8563,96.3723,j,1,2.477,,0,11,11,0,1,實驗材料,懸,懸,已經
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,96.3729,96.8727,,,,,,,,,,,hiau-pai,1,j,w46.png,,,,,,96.8736,100.3215,f,0,3.4005,,0,12,12,37,1,filler_純台語詞,,,囂俳
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,100.3221,100.8222,,,,,,,,,,,i-kì/i-kù,1,j,w33.png,,,,,,100.8228,103.9209,f,0,3.0493,,0,13,13,26,1,實驗材料,低,懸,依據
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,103.9213,104.4214,,,,,,,,,,,tsâi-bū,1,j,w35.png,,,,,,104.422,106.1539,j,1,1.6868,,0,14,14,28,1,實驗材料,低,懸,財務
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,106.1543,106.6545,,,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,106.6549,108.9703,f,0,2.278,,0,15,15,5,1,實驗材料,懸,懸,出去
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,108.9708,109.4702,,,,,,,,,,,tsú-kàu,1,j,w24.png,,,,,,109.4707,112.3698,f,0,2.8593,,0,16,16,19,1,實驗材料,懸,低,主教
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,112.3704,112.8705,,,,,,,,,,,tsi-hù,1,j,w37.png,,,,,,112.8712,115.786,j,1,2.8685,,0,17,17,30,1,實驗材料,低,懸,支付
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,115.7866,116.2862,,,,,,,,,,,su-uî,1,j,w32.png,,,,,,116.2867,118.1194,j,1,1.7999,,0,18,18,25,1,實驗材料,低,懸,思維
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,118.1199,118.6198,,,,,,,,,,,tsha-ī,1,j,w34.png,,,,,,118.6204,120.4354,f,0,1.7719,,0,19,19,27,1,實驗材料,低,懸,差異
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,120.4358,120.9355,,,,,,,,,,,,0,f,w83.png,,,,,,120.936,123.1016,f,1,2.1189,,0,20,20,72,1,filler_假詞,,,流棲
