hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,123.102,123.6021,,,,,,,,,,,,0,f,w56.png,,,,,,123.6026,124.9681,f,1,1.3218,,0,21,21,45,1,filler_假詞,,,心果
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,124.9686,125.4687,,,,,,,,,,,,0,f,w64.png,,,,,,125.4691,128.6675,f,1,3.1548,,0,22,22,53,1,filler_假詞,,,莖白
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,128.6679,129.1681,,,,,,,,,,,kóng-huat,1,j,w28.png,,,,,,129.1685,130.3675,j,1,1.1557,,0,23,23,23,1,實驗材料,懸,低,講法
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,130.3681,130.8679,,,,,,,,,,,,0,f,w87.png,,,,,,130.8684,133.0339,f,1,2.1253,,0,24,24,76,1,filler_假詞,,,大無
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,133.0347,133.5339,,,,,,,,,,,,0,f,w59.png,,,,,,133.5345,136.0169,f,1,2.4386,,0,25,25,48,1,filler_假詞,,,貓快
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,136.0174,136.5168,,,,,,,,,,,,0,f,w80.png,,,,,,136.5173,138.8835,f,1,2.3377,,0,26,26,69,1,filler_假詞,,,煮配
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,138.8837,139.3835,,,,,,,,,,,,0,f,w89.png,,,,,,139.384,142.4994,f,1,3.0746,,0,27,27,78,1,filler_假詞,,,義活
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,142.5001,142.9997,,,,,,,,,,,,0,f,w52.png,,,,,,143.0001,146.6486,f,1,3.608,,0,28,28,41,1,filler_假詞,,,頭舌
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,146.6494,147.1489,,,,,,,,,,,būn-tê/būn-tuê,1,j,w3.png,,,,,,147.1494,149.1985,j,1,2.0075,,0,29,29,2,1,實驗材料,懸,懸,問題
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,149.1991,149.6988,,,,,,,,,,,,0,f,w51.png,,,,,,149.6993,152.1643,f,1,2.422,,0,30,30,40,1,filler_假詞,,,線瓜
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,152.1646,152.6647,,,,,,,,,,,liáu-kái,1,j,w7.png,,,,,,152.6653,154.7145,j,1,1.9793,,0,31,31,6,1,實驗材料,懸,懸,了解
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,154.7151,155.2148,,,,,,,,,,,,0,f,w72.png,,,,,,155.2153,159.1467,f,1,3.8901,,0,32,32,61,1,filler_假詞,,,家覺
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,159.147,159.6475,,,,,,,,,,,iông-kuàn,1,j,w15.png,,,,,,159.6481,162.2636,f,0,2.5766,,0,33,33,12,1,實驗材料,低,低,融券
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,162.2641,162.7638,,,,,,,,,,,su-iàu,1,j,w4.png,,,,,,162.7643,164.1129,j,1,1.3036,,0,34,34,3,1,實驗材料,懸,懸,需要
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,164.1134,164.6135,,,,,,,,,,,,0,f,w81.png,,,,,,164.614,166.8793,f,1,2.2196,,0,35,35,70,1,filler_假詞,,,部斑
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,166.8798,167.3798,,,,,,,,,,,guân-lâi,1,j,w5.png,,,,,,167.3804,168.6626,j,1,1.2385,,0,36,36,4,1,實驗材料,懸,懸,原來
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,168.6632,169.1629,,,,,,,,,,,gāi-gio̍h,1,j,w43.png,,,,,,169.1634,172.1791,f,0,2.9788,,0,37,37,34,1,filler_純台語詞,,,礙虐
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,172.1796,172.679,,,,,,,,,,,,0,f,w73.png,,,,,,172.6795,174.3784,f,1,1.6565,,0,38,38,62,1,filler_假詞,,,腹伏
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,174.3789,174.879,,,,,,,,,,,,0,f,w88.png,,,,,,174.8794,176.0449,f,1,1.1266,,0,39,39,77,1,filler_假詞,,,了物
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,176.0453,176.5451,,,,,,,,,,,hòng-siā,1,j,w22.png,,,,,,176.5456,178.7614,f,0,2.1712,,0,40,40,17,1,實驗材料,懸,低,放射
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,178.7622,179.2619,,,,,,,,,,,bú-gí/bú-gú,1,j,w23.png,,,,,,179.2626,180.4111,j,1,1.097,,0,41,41,18,1,實驗材料,懸,低,母語
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,180.412,180.9114,,,,,,,,,,,tshit-thô,1,j,w41.png,,,,,,180.9118,182.2608,j,1,1.3092,,0,42,42,32,1,filler_純台語詞,,,𨑨迌
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,182.2616,182.7607,,,,,,,,,,,,0,f,w85.png,,,,,,182.7614,183.8105,f,1,1.0002,,0,43,43,74,1,filler_假詞,,,素鼠
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,183.8109,184.3106,,,,,,,,,,,kuè--lâi,1,j,w8.png,,,,,,184.3111,185.0935,j,1,0.7377,,0,44,44,7,1,實驗材料,懸,懸,過來
,,,,,348719,女,26,0,2026-05-01_00h28.23.786,ldt,2025.1.1,Win32,59.88023952,,,,,,185.0938,185.5941,,,,,,,,,,,,0,f,w74.png,,,,,,185.5946,186.7935,f,1,1.1756,,0,45,45,63,1,filler_假詞,,,動夜
