hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0,21.202,space,21.012,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,21.202,26.39,space,5.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,26.405,26.863,26.865,29.364,j,2.359,,0,0,0,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,29.365,29.855,29.855,34.517,j,4.493,,0,1,1,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,34.519,34.971,34.972,36.105,j,0.963,,0,2,2,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,36.106,36.592,36.593,38.243,f,1.507,,0,3,3,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,,,,,,,,,,,,,,,,,38.244,49.135,space,10.846,,,,,,,,,,,,,,,,,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,49.159,49.623,,,,,,,,,,,uî-pio,1,j,w13.png,,,,,,49.624,50.819,j,1,1.046,,0,0,0,10,1,實驗材料,低,低,圍標,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,50.821,51.332,,,,,,,,,,,tsú-kàu,1,j,w24.png,,,,,,51.338,52.199,j,1,0.74,,0,1,1,19,1,實驗材料,懸,低,主教,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,52.201,52.688,,,,,,,,,,,,0,f,w79.png,,,,,,52.689,54.072,f,1,1.279,,0,2,2,68,1,filler_假詞,,,熱條,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,54.074,54.589,,,,,,,,,,,í-king,1,j,w1.png,,,,,,54.59,55.474,j,1,0.78,,0,3,3,0,1,實驗材料,懸,懸,已經,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,55.475,55.983,,,,,,,,,,,khòng-sòo,1,j,w18.png,,,,,,55.984,56.761,j,1,0.648,,0,4,4,15,1,實驗材料,低,低,控訴,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,56.761,57.272,,,,,,,,,,,jiá-hō/liá-hō,1,j,w11.png,,,,,,57.273,58.116,j,1,0.718,,0,5,5,8,1,實驗材料,低,低,惹禍,,
,,,,,544884,男,47,B2,2026-05-01_10h07.39.090,ldt,2025.1.1,Win32,19.97602877,,,,,,58.118,58.601,,,,,,,,,,,,0,f,w65.png,,,,,,58.602,60.878,f,1,2.114,,0,6,6,54,1,filler_假詞,,,分然,,
