hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0,8.442,space,8.41,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,8.443,20.728,space,12.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,20.74,21.228,21.229,22.45,f,1.184,,0,0,0,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,22.45,22.944,22.944,24.01,f,1.011,,0,1,1,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,24.011,24.51,24.511,25.294,j,0.75,,0,2,2,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,25.294,25.794,25.794,26.527,j,0.695,,0,3,3,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,,,,,,,,,,,,,,,,,26.528,29.078,space,2.527,,,,,,,,,,,,,,,,,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,29.085,29.577,,,,,,,,,,,,0,f,w80.png,,,,,,29.578,30.798,f,1,1.198,,0,0,0,69,1,filler_假詞,,,煮配,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,30.799,31.294,,,,,,,,,,,tsha-ī,1,j,w34.png,,,,,,31.295,32.311,j,1,0.964,,0,1,1,27,1,實驗材料,低,懸,差異,,
,,,,,170311,男,32,C1,2026-04-30_23h28.28.897,ldt,2025.1.1,MacIntel,58.82352941,IwY2xjawRgVB5leHRuA2FlbQIxMABicmlkETFMa1JSV01XYzFuWk5YYldPc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHt3Tj9q8saoHxsXSAEjDq-r2ipcnchbWVm71uL07q1ZQzpTbZKHi1yBJzrQa_aem_QS18lMu0IzP0g2ApMKor3w,,,,,,32.311,32.811,,,,,,,,,,,hôo-sîn,1,j,w47.png,,,,,,32.811,33.644,j,1,0.793,,0,2,2,38,1,filler_純台語詞,,,胡蠅,,
