hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,practrial.rt,practrial.duration,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0005,28.0634,space,28.0388,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,28.0637,30.7643,space,2.6867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,30.7803,31.2566,31.2578,36.2666,,0,0,0,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,36.2679,36.7641,36.7655,41.7602,,0,1,1,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,41.7607,42.2585,42.2595,46.8861,j,0,2,2,2,1,__,1,j,w49.png,4.585,,,,,,,,,,,,,,,,,,,,,,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,46.8866,47.3834,47.3844,52.3896,,0,3,3,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,52.3918,79.7073,space,27.2917,,,,,,,,,,,,,,,,,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,79.7136,80.2055,,,,,,,,,king-siau,1,j,w12.png,,,,,,,,80.2068,84.2364,j,1,3.9768,,0,0,0,9,1,實驗材料,低,低,經銷,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,84.2373,84.7344,,,,,,,,,tē-miâ/tuē-miâ,1,j,w25.png,,,,,,,,84.7352,87.5042,j,1,2.7056,,0,1,1,20,1,實驗材料,懸,低,地名,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,87.5049,88.0024,,,,,,,,,kóng-huat,1,j,w28.png,,,,,,,,88.0036,89.9587,j,1,1.9049,,0,2,2,23,1,實驗材料,懸,低,講法,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,89.959,90.4575,,,,,,,,,khai-sí,1,j,w2.png,,,,,,,,90.4588,92.5134,j,1,2.0104,,0,3,3,1,1,實驗材料,懸,懸,開始,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,92.5138,93.0114,,,,,,,,,tsú-kàu,1,j,w24.png,,,,,,,,93.0121,95.2834,f,0,2.2245,,0,4,4,19,1,實驗材料,懸,低,主教,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,95.2839,95.7827,,,,,,,,,hām-bîn,1,j,w44.png,,,,,,,,95.7836,96.9422,j,1,1.1144,,0,5,5,35,1,filler_純台語詞,,,陷眠,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,96.9431,97.4407,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,,,97.4419,99.2367,j,1,1.75,,0,6,6,5,1,實驗材料,懸,懸,出去,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,99.237,99.7324,,,,,,,,,tsí-sòo,1,j,w31.png,,,,,,,,99.7336,101.4546,j,1,1.6629,,0,7,7,24,1,實驗材料,低,懸,指數,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,101.4557,101.9514,,,,,,,,,kiù-miā,1,j,w26.png,,,,,,,,101.9521,103.2291,j,1,1.2132,,0,8,8,21,1,實驗材料,懸,低,救命,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,103.2302,103.7271,,,,,,,,,tsi-hù,1,j,w37.png,,,,,,,,103.7284,106.4856,j,1,2.7119,,0,9,9,30,1,實驗材料,低,懸,支付,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,106.4863,106.9811,,,,,,,,,,0,f,w83.png,,,,,,,,106.9815,108.5197,f,1,1.4825,,0,10,10,72,1,filler_假詞,,,流棲,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,108.5205,109.0184,,,,,,,,,,0,f,w82.png,,,,,,,,109.0192,111.9373,f,1,2.8641,,0,11,11,71,1,filler_假詞,,,食轉,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,111.9384,112.4347,,,,,,,,,,0,f,w68.png,,,,,,,,112.4358,114.7954,f,1,2.315,,0,12,12,57,1,filler_假詞,,,變縱,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,114.796,115.2931,,,,,,,,,bú-gí/bú-gú,1,j,w23.png,,,,,,,,115.2942,116.5653,j,1,1.2224,,0,13,13,18,1,實驗材料,懸,低,母語,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,116.566,117.0634,,,,,,,,,,0,f,w59.png,,,,,,,,117.0649,118.3938,f,1,1.2842,,0,14,14,48,1,filler_假詞,,,貓快,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,118.3943,118.8879,,,,,,,,,,0,f,w85.png,,,,,,,,118.8893,120.3966,f,1,1.4442,,0,15,15,74,1,filler_假詞,,,素鼠,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,120.3971,120.895,,,,,,,,,,0,f,w64.png,,,,,,,,120.8961,122.8239,f,1,1.883,,0,16,16,53,1,filler_假詞,,,莖白,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,122.8242,123.3218,,,,,,,,,hiau-pai,1,j,w46.png,,,,,,,,123.3226,124.6985,j,1,1.338,,0,17,17,37,1,filler_純台語詞,,,囂俳,,
,,,,,439542,女,57,C1,2026-05-01_21h54.03.430,ldt,2025.1.1,Win32,60.97560976,,,,,,124.6991,125.1938,,,,,,,,,,0,f,w79.png,,,,,,,,125.1947,126.44,f,1,1.2117,,0,18,18,68,1,filler_假詞,,,熱條,,
