hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,228.6721,229.1747,,,,,,,,,khe-tsuí/khue-tsuí,1,j,w27.png,,,,,,229.1754,234.1747,,0,0,33,33,22,1,實驗材料,懸,低,溪水,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,234.1755,234.6806,,,,,,,,,hiau-pai,1,j,w46.png,,,,,,234.6811,239.6711,,0,0,34,34,37,1,filler_純台語詞,,,囂俳,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,239.6713,240.1715,,,,,,,,,kuè--lâi,1,j,w8.png,,,,,,240.1722,245.1643,,0,0,35,35,7,1,實驗材料,懸,懸,過來,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,245.1653,245.6714,,,,,,,,,liáu-kái,1,j,w7.png,,,,,,245.673,250.6629,,0,0,36,36,6,1,實驗材料,懸,懸,了解,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,250.6634,251.1718,,,,,,,,,su-uî,1,j,w32.png,,,,,,251.173,256.1796,,0,0,37,37,25,1,實驗材料,低,懸,思維,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,256.1802,256.6711,,,,,,,,,hām-bîn,1,j,w44.png,,,,,,256.6717,261.6718,,0,0,38,38,35,1,filler_純台語詞,,,陷眠,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,261.6731,262.1716,,,,,,,,,tshit-thô,1,j,w41.png,,,,,,262.1729,267.1627,,0,0,39,39,32,1,filler_純台語詞,,,𨑨迌,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,267.1634,267.6805,,,,,,,,,kiù-miā,1,j,w26.png,,,,,,267.6813,272.6711,,0,0,40,40,21,1,實驗材料,懸,低,救命,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,272.6716,273.1712,,,,,,,,,tsí-sòo,1,j,w31.png,,,,,,273.1721,278.1641,,0,0,41,41,24,1,實驗材料,低,懸,指數,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,278.1652,278.6714,,,,,,,,,,0,f,w79.png,,,,,,278.6727,283.6636,,0,0,42,42,68,1,filler_假詞,,,熱條,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,283.6641,284.162,,,,,,,,,hôo-sîn,1,j,w47.png,,,,,,284.1627,289.1715,,0,0,43,43,38,1,filler_純台語詞,,,胡蠅,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,289.1724,289.6712,,,,,,,,,í-king,1,j,w1.png,,,,,,289.6715,294.6794,,0,0,44,44,0,1,實驗材料,懸,懸,已經,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,294.68,295.1793,,,,,,,,,,0,f,w53.png,,,,,,295.1801,300.1716,,0,0,45,45,42,1,filler_假詞,,,水空,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,300.1723,300.6715,,,,,,,,,king-siau,1,j,w12.png,,,,,,300.6724,305.6619,,0,0,46,46,9,1,實驗材料,低,低,經銷,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,305.6621,306.1716,,,,,,,,,tē-miâ/tuē-miâ,1,j,w25.png,,,,,,306.1728,311.1793,,0,0,47,47,20,1,實驗材料,懸,低,地名,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,311.1803,311.6629,,,,,,,,,kíng-tsìng,1,j,w16.png,,,,,,311.6636,316.6716,,0,0,48,48,13,1,實驗材料,低,低,警政,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,316.6723,317.1714,,,,,,,,,,0,f,w84.png,,,,,,317.1722,322.1639,,0,0,49,49,73,1,filler_假詞,,,川角,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,322.1645,322.662,,,,,,,,,,0,f,w83.png,,,,,,322.6623,327.6641,,0,0,50,50,72,1,filler_假詞,,,流棲,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,327.665,328.1717,,,,,,,,,khai-sí,1,j,w2.png,,,,,,328.1729,333.1622,,0,0,51,51,1,1,實驗材料,懸,懸,開始,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,333.1629,333.6717,,,,,,,,,tsâi-bū,1,j,w35.png,,,,,,333.6729,338.6642,,0,0,52,52,28,1,實驗材料,低,懸,財務,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,338.6648,339.1718,,,,,,,,,,0,f,w82.png,,,,,,339.173,344.1716,,0,0,53,53,71,1,filler_假詞,,,食轉,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,344.173,344.6806,,,,,,,,,kî-bōng,1,j,w38.png,,,,,,344.6815,349.6714,,0,0,54,54,31,1,實驗材料,低,懸,期望,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,349.6723,350.1716,,,,,,,,,,0,f,w65.png,,,,,,350.1723,355.1717,,0,0,55,55,54,1,filler_假詞,,,分然,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,355.1725,355.6717,,,,,,,,,siu-thiann,1,j,w21.png,,,,,,355.6726,360.6722,,0,0,56,56,16,1,實驗材料,懸,低,收聽,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,360.6731,361.1805,,,,,,,,,iông-kuàn,1,j,w15.png,,,,,,361.1814,366.1714,,0,0,57,57,12,1,實驗材料,低,低,融券,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,366.172,366.6716,,,,,,,,,,0,f,w86.png,,,,,,366.6723,371.6718,,0,0,58,58,75,1,filler_假詞,,,涼層,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,371.673,372.1793,,,,,,,,,,0,f,w89.png,,,,,,372.1802,377.1716,,0,0,59,59,78,1,filler_假詞,,,義活,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,377.1724,377.6715,,,,,,,,,,0,f,w80.png,,,,,,377.6723,382.6717,,0,0,60,60,69,1,filler_假詞,,,煮配,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,382.6724,383.1713,,,,,,,,,uî-pio,1,j,w13.png,,,,,,383.1718,388.172,,0,0,61,61,10,1,實驗材料,低,低,圍標,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,388.1734,388.6718,,,,,,,,,,0,f,w88.png,,,,,,388.673,393.6716,,0,0,62,62,77,1,filler_假詞,,,了物,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,393.6724,394.1716,,,,,,,,,,0,f,w72.png,,,,,,394.1725,399.1713,,0,0,63,63,61,1,filler_假詞,,,家覺,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,399.172,399.679,,,,,,,,,,0,f,w60.png,,,,,,399.6797,404.6714,,0,0,64,64,49,1,filler_假詞,,,豬力,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,404.6723,405.1717,,,,,,,,,,0,f,w67.png,,,,,,405.1725,410.1642,,0,0,65,65,56,1,filler_假詞,,,出措,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,410.1649,410.6722,,,,,,,,,,0,f,w70.png,,,,,,410.6736,415.6724,,0,0,66,66,59,1,filler_假詞,,,年指,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,415.6734,416.1623,,,,,,,,,huâinn-ti̍t/huînn-ti̍t,1,j,w48.png,,,,,,416.1629,421.1719,,0,0,67,67,39,1,filler_純台語詞,,,橫直,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,421.1727,421.6717,,,,,,,,,tsi-hù,1,j,w37.png,,,,,,421.6724,426.6718,,0,0,68,68,30,1,實驗材料,低,懸,支付,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,426.673,427.163,,,,,,,,,guân-lâi,1,j,w5.png,,,,,,427.1636,432.1719,,0,0,69,69,4,1,實驗材料,懸,懸,原來,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,432.1728,432.6717,,,,,,,,,,0,f,w68.png,,,,,,432.6724,437.6714,,0,0,70,70,57,1,filler_假詞,,,變縱,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,437.6719,438.1635,,,,,,,,,bân-phuê/bân-phê ,1,j,w42.png,,,,,,438.164,443.175,,0,0,71,71,33,1,filler_純台語詞,,,蠻皮,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,443.1756,443.6805,,,,,,,,,,0,f,w59.png,,,,,,443.6812,448.6718,,0,0,72,72,48,1,filler_假詞,,,貓快,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,448.6726,449.1718,,,,,,,,,,0,f,w87.png,,,,,,449.1725,454.1637,,0,0,73,73,76,1,filler_假詞,,,大無,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,454.1644,454.6622,,,,,,,,,,0,f,w77.png,,,,,,454.6626,459.6718,,0,0,74,74,66,1,filler_假詞,,,土悲,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,459.6726,460.1717,,,,,,,,,tsha-ī,1,j,w34.png,,,,,,460.1724,465.18,,0,0,75,75,27,1,實驗材料,低,懸,差異,,
,,,,,335907,女,43,C1,2026-05-01_15h12.19.459,ldt,2025.1.1,Win32,60.60606061,IwY2xjawRhMYBleHRuA2FlbQIxMABicmlkETFRdVRsWUNCTG1BMldEY0xmc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmHbUyRSFp9kcvt949TaQ1LOrlM_tibyNFAZYiK9zkwafNEl6v0RTtLkJhcB_aem_61cH6KQZ9dj7ntjL-wlSYw,,,,,,465.1808,465.6721,,,,,,,,,thua-tiàu,1,j,w14.png,,,,,,465.6734,470.6638,,0,0,76,76,11,1,實驗材料,低,低,拖吊,,
