hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,practrial.rt,practrial.duration,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0003,42.1569,space,42.1343,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,42.1572,47.1913,space,5.0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,47.1983,47.691,47.6919,52.6913,,0,0,0,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,52.6923,53.1909,53.1915,56.6074,f,0,1,1,1,1,__,0,f,w92.png,3.3824,,,,,,,,,,,,,,,,,,,,,,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,56.608,57.1076,57.1083,58.7734,j,0,2,2,2,1,__,1,j,w49.png,1.6323,,,,,,,,,,,,,,,,,,,,,,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,58.7742,59.2731,59.2736,62.358,j,0,3,3,0,1,__,1,j,w40.png,3.0613,,,,,,,,,,,,,,,,,,,,,,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,,,,,,,,,,,,,,,,,62.3587,64.191,space,1.8148,,,,,,,,,,,,,,,,,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,64.1981,64.6899,,,,,,,,,,0,f,w76.png,,,,,,,,64.6909,67.8069,f,1,3.094,,0,0,0,65,1,filler_假詞,,,製般,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,67.8075,68.3076,,,,,,,,,,0,f,w64.png,,,,,,,,68.3081,71.741,f,1,3.4006,,0,1,1,53,1,filler_假詞,,,莖白,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,71.7417,72.2411,,,,,,,,,khe-tsuí/khue-tsuí,1,j,w27.png,,,,,,,,72.2416,73.6411,j,1,1.3667,,0,2,2,22,1,實驗材料,懸,低,溪水,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,73.6418,74.1401,,,,,,,,,,0,f,w56.png,,,,,,,,74.1407,79.1404,,0,,,0,3,3,45,1,filler_假詞,,,心果,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,79.141,79.6412,,,,,,,,,,0,f,w54.png,,,,,,,,79.6418,83.4903,f,1,3.8199,,0,4,4,43,1,filler_假詞,,,狗人,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,83.4907,83.9913,,,,,,,,,khai-sí,1,j,w2.png,,,,,,,,83.9919,85.4746,j,1,1.4508,,0,5,5,1,1,實驗材料,懸,懸,開始,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,85.4753,85.9746,,,,,,,,,hâng-ūn,1,j,w17.png,,,,,,,,85.9752,87.1914,j,1,1.1825,,0,6,6,14,1,實驗材料,低,低,航運,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,87.192,87.6913,,,,,,,,,kî-bōng,1,j,w38.png,,,,,,,,87.692,88.6578,j,1,0.9313,,0,7,7,31,1,實驗材料,低,懸,期望,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,88.6582,89.158,,,,,,,,,,0,f,w57.png,,,,,,,,89.1585,91.2401,j,0,2.0576,,0,8,8,46,1,filler_假詞,,,老失,,
,,,,,543060,查某的,58,C2,2026-05-03_08h20.51.819,ldt,2025.1.1,MacIntel,59.17159763,IwY2xjawRjdAFleHRuA2FlbQIxMABicmlkETFGcDhSTklCOWxGME1oWDhIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi4uitzmd5pAHIXSvEgEsSeZ0r3azv_SX8YZMNAkUIIPNGfUgDB8b-5v6e32_aem_7ufFJv4avSMZPa98ZLxnzw,,,,,,91.2404,91.7415,,,,,,,,,,0,f,w79.png,,,,,,,,91.742,94.9739,f,1,3.2109,,0,9,9,68,1,filler_假詞,,,熱條,,
