hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0002,10.611,space,10.5951,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,10.6112,16.2286,space,5.5988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,16.232,16.7282,16.7291,17.9446,j,1.1944,,0,0,0,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,17.9451,18.4447,18.4453,19.7442,j,1.2777,,0,1,1,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,19.7446,20.2446,20.2453,21.6278,f,1.3617,,0,2,2,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,21.6283,22.127,22.1274,23.6277,j,1.4652,,0,3,3,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,23.6279,28.8772,space,5.2328,,,,,,,,,,,,,,,,,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,28.8841,29.3768,,,,,,,,,,,,0,f,w64.png,,,,,,29.3773,30.6275,f,1,1.2279,,0,0,0,53,1,filler_假詞,,,莖白,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,30.628,31.1269,,,,,,,,,,,,0,f,w88.png,,,,,,31.1274,31.9935,f,1,0.8356,,0,1,1,77,1,filler_假詞,,,了物,,
,,,,,779552,boy,28,C2,2026-04-29_12h21.21.684,ldt,2025.1.1,MacIntel,63.69426752,,,,,,31.9939,32.4944,,,,,,,,,,,tsha-ī,1,j,w34.png,,,,,,32.495,33.2273,j,1,0.7094,,0,2,2,27,1,實驗材料,低,懸,差異,,
