hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,practrial.rt,practrial.duration,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0003,20.3167,space,20.2868,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,20.3171,33.456,space,13.1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,33.4771,33.9561,33.9565,38.9454,,0,0,0,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,38.9462,39.4455,39.446,41.1644,j,0,1,1,2,1,__,1,j,w49.png,1.653,,,,,,,,,,,,,,,,,,,,,,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,41.165,41.6646,41.6652,46.6534,,0,2,2,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,46.6539,47.1538,47.1543,51.425,j,0,3,3,1,1,__,0,f,w92.png,4.2108,,,,,,,,,,,,,,,,,,,,,,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,,,,,,,,,,,,,,,,,51.4253,57.0149,space,5.5764,,,,,,,,,,,,,,,,,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,57.0239,57.5152,,,,,,,,,,0,f,w79.png,,,,,,,,57.516,59.4009,f,1,1.8587,,0,0,0,68,1,filler_假詞,,,熱條,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,59.4014,59.9011,,,,,,,,,,0,f,w68.png,,,,,,,,59.9015,61.8533,j,0,1.9155,,0,1,1,57,1,filler_假詞,,,變縱,,
,,,,,580813,女,50,B1,2026-05-01_06h50.43.664,ldt,2025.1.1,Win32,59.88023952,IwZnRzaARguyNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAFYflSWH4e5uYn7Yl9lgLHutKBqZoWI3L8b-cdAO_GX-Whq5zOlEz4hEmpA_aem_7bXzr64Jel_WwBOnRhaTxA,,,,,,61.8538,62.3539,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,,,62.3543,64.0057,j,1,1.6088,,0,2,2,5,1,實驗材料,懸,懸,出去,,
