hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0003,23.955,space,23.9368,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,23.9555,29.5949,space,5.6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,29.6053,30.0841,30.0848,33.3807,j,3.2308,,0,0,0,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,33.382,33.8931,33.894,35.105,j,1.1801,,0,1,1,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,35.1059,35.6043,35.6051,37.8188,f,2.1827,,0,2,2,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,37.8194,38.3167,38.3174,41.0924,f,2.7295,,0,3,3,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,,,,,,,,,,,,,,,,,41.0931,45.8145,space,4.6971,,,,,,,,,,,,,,,,,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,45.8259,46.3156,,,,,,,,,,,,0,f,w73.png,,,,,,46.3166,48.4851,f,1,2.1362,,0,0,0,62,1,filler_假詞,,,腹伏,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,48.4861,48.9832,,,,,,,,,,,,0,f,w55.png,,,,,,48.9836,50.3931,f,1,1.36,,0,1,1,44,1,filler_假詞,,,苦碗,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,50.3937,50.8821,,,,,,,,,,,,0,f,w66.png,,,,,,50.8829,52.8928,f,1,1.9573,,0,2,2,55,1,filler_假詞,,,冒張,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,52.8934,53.3932,,,,,,,,,,,ha̍k-huē,1,j,w36.png,,,,,,53.394,55.1594,j,1,1.7252,,0,3,3,29,1,實驗材料,低,懸,學會,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,55.1601,55.6612,,,,,,,,,,,su-uî,1,j,w32.png,,,,,,55.6618,56.4154,j,1,0.7279,,0,4,4,25,1,實驗材料,低,懸,思維,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,56.4164,56.9143,,,,,,,,,,,guân-lâi,1,j,w5.png,,,,,,56.915,57.8503,j,1,0.8823,,0,5,5,4,1,實驗材料,懸,懸,原來,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,57.851,58.347,,,,,,,,,,,khe-tsuí/khue-tsuí,1,j,w27.png,,,,,,58.3473,58.993,j,1,0.6141,,0,6,6,22,1,實驗材料,懸,低,溪水,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,58.994,59.4935,,,,,,,,,,,hāu-senn/hāu-sinn,1,j,w45.png,,,,,,59.4944,60.3712,j,1,0.8367,,0,7,7,36,1,filler_純台語詞,,,後生,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,60.3721,60.872,,,,,,,,,,,thua-tiàu,1,j,w14.png,,,,,,60.8727,63.462,f,0,2.5462,,0,8,8,11,1,實驗材料,低,低,拖吊,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,63.4628,63.9609,,,,,,,,,,,tsí-sòo,1,j,w31.png,,,,,,63.9616,64.9151,j,1,0.8922,,0,9,9,24,1,實驗材料,低,懸,指數,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,64.9158,65.4173,,,,,,,,,,,liáu-kái,1,j,w7.png,,,,,,65.418,66.0605,j,1,0.601,,0,10,10,6,1,實驗材料,懸,懸,了解,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,66.0614,66.5608,,,,,,,,,,,kî-bōng,1,j,w38.png,,,,,,66.5615,67.2134,j,1,0.5985,,0,11,11,31,1,實驗材料,低,懸,期望,,
,,,,,567389,女,41,422,2026-04-30_23h40.02.207,ldt,2025.1.1,Win32,90.09009009,,,,,,67.2143,67.7147,,,,,,,,,,,,0,f,w74.png,,,,,,67.7155,68.7256,f,1,0.9847,,0,12,12,63,1,filler_假詞,,,動夜,,
