hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,80.7181,81.2178,,,,,,,,,tsú-kàu,1,j,w24.png,,,,,,81.2181,86.2267,,0,0,3,3,19,1,實驗材料,懸,低,主教,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,86.227,86.7269,,,,,,,,,liáu-kái,1,j,w7.png,,,,,,86.7272,91.7172,,0,0,4,4,6,1,實驗材料,懸,懸,了解,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,91.7175,92.2172,,,,,,,,,,0,f,w73.png,,,,,,92.2175,97.2179,,0,0,5,5,62,1,filler_假詞,,,腹伏,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,97.2183,97.7101,,,,,,,,,tē-miâ/tuē-miâ,1,j,w25.png,,,,,,97.7103,102.7171,,0,0,6,6,20,1,實驗材料,懸,低,地名,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,102.7179,103.2171,,,,,,,,,,0,f,w53.png,,,,,,103.2175,108.2173,,0,0,7,7,42,1,filler_假詞,,,水空,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,108.218,108.7262,,,,,,,,,,0,f,w89.png,,,,,,108.7264,113.7176,,0,0,8,8,78,1,filler_假詞,,,義活,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,113.718,114.2177,,,,,,,,,khe-tsuí/khue-tsuí,1,j,w27.png,,,,,,114.218,119.2173,,0,0,9,9,22,1,實驗材料,懸,低,溪水,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,119.2177,119.7172,,,,,,,,,tsí-sòo,1,j,w31.png,,,,,,119.7175,124.7174,,0,0,10,10,24,1,實驗材料,低,懸,指數,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,124.7178,125.2177,,,,,,,,,,0,f,w63.png,,,,,,125.218,130.2172,,0,0,11,11,52,1,filler_假詞,,,語情,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,130.2175,130.7176,,,,,,,,,,0,f,w79.png,,,,,,130.7178,135.717,,0,0,12,12,68,1,filler_假詞,,,熱條,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,135.7172,136.2175,,,,,,,,,,0,f,w80.png,,,,,,136.2179,141.2179,,0,0,13,13,69,1,filler_假詞,,,煮配,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,141.2183,141.7175,,,,,,,,,guân-lâi,1,j,w5.png,,,,,,141.7179,146.7171,,0,0,14,14,4,1,實驗材料,懸,懸,原來,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,146.7173,147.2172,,,,,,,,,iông-kuàn,1,j,w15.png,,,,,,147.2174,152.217,,0,0,15,15,12,1,實驗材料,低,低,融券,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,152.2173,152.7175,,,,,,,,,hòng-siā,1,j,w22.png,,,,,,152.7178,157.717,,0,0,16,16,17,1,實驗材料,懸,低,放射,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,157.7173,158.2169,,,,,,,,,,0,f,w71.png,,,,,,158.2172,163.2169,,0,0,17,17,60,1,filler_假詞,,,力巧,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,163.2172,163.7174,,,,,,,,,su-uî,1,j,w32.png,,,,,,163.7177,168.7172,,0,0,18,18,25,1,實驗材料,低,懸,思維,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,168.7175,169.2171,,,,,,,,,,0,f,w67.png,,,,,,169.2174,174.2176,,0,0,19,19,56,1,filler_假詞,,,出措,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,174.2179,174.7169,,,,,,,,,kíng-tsìng,1,j,w16.png,,,,,,174.7171,179.7168,,0,0,20,20,13,1,實驗材料,低,低,警政,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,179.7171,180.2171,,,,,,,,,siu-thiann,1,j,w21.png,,,,,,180.2174,185.2171,,0,0,21,21,16,1,實驗材料,懸,低,收聽,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,185.2173,185.7174,,,,,,,,,,0,f,w90.png,,,,,,185.7177,190.7169,,0,0,22,22,79,1,filler_假詞,,,失務,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,190.7171,191.2168,,,,,,,,,khòng-sòo,1,j,w18.png,,,,,,191.217,196.217,,0,0,23,23,15,1,實驗材料,低,低,控訴,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,196.2172,196.7174,,,,,,,,,í-king,1,j,w1.png,,,,,,196.7176,201.7173,,0,0,24,24,0,1,實驗材料,懸,懸,已經,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,201.7177,202.217,,,,,,,,,,0,f,w60.png,,,,,,202.2172,207.2174,,0,0,25,25,49,1,filler_假詞,,,豬力,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,207.2178,207.7171,,,,,,,,,,0,f,w74.png,,,,,,207.7175,212.7173,,0,0,26,26,63,1,filler_假詞,,,動夜,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,212.7176,213.2173,,,,,,,,,tsi-hù,1,j,w37.png,,,,,,213.2175,218.2168,,0,0,27,27,30,1,實驗材料,低,懸,支付,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,218.217,218.7172,,,,,,,,,khai-sí,1,j,w2.png,,,,,,218.7176,223.7167,,0,0,28,28,1,1,實驗材料,懸,懸,開始,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,223.717,224.2168,,,,,,,,,,0,f,w62.png,,,,,,224.217,229.2169,,0,0,29,29,51,1,filler_假詞,,,慌沉,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,229.2172,229.7171,,,,,,,,,,0,f,w64.png,,,,,,229.7175,234.7172,,0,0,30,30,53,1,filler_假詞,,,莖白,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,234.7175,235.2172,,,,,,,,,,0,f,w52.png,,,,,,235.2174,240.2166,,0,0,31,31,41,1,filler_假詞,,,頭舌,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,240.2168,240.7169,,,,,,,,,kiù-miā,1,j,w26.png,,,,,,240.7171,245.7167,,0,0,32,32,21,1,實驗材料,懸,低,救命,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,245.7168,246.2169,,,,,,,,,huâinn-ti̍t/huînn-ti̍t,1,j,w48.png,,,,,,246.2172,251.2167,,0,0,33,33,39,1,filler_純台語詞,,,橫直,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,251.2171,251.7166,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,251.7169,256.7167,,0,0,34,34,5,1,實驗材料,懸,懸,出去,,
,,,,,035314,男,41,0,2026-05-02_15h01.24.260,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRigEVleHRuA2FlbQIxMABicmlkETFBSXVXMlNDbmtRUG5JUDltc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgZqE_qf5V-1pebJnuAPT7nBF1I_Ih3A5zLH_nieoRQvl8innJPEpsBH0WCb_aem_8zi926OG1ReQZJs3d5sR6Q,,,,,,256.7169,257.2172,,,,,,,,,su-iàu,1,j,w4.png,,,,,,257.2175,262.2171,,0,0,35,35,3,1,實驗材料,懸,懸,需要,,
