hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0002,19.947,space,19.9125,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,19.9471,24.7847,space,4.8137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,24.7881,25.2731,25.2733,27.2706,j,1.9368,,0,0,0,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,27.271,27.7709,27.7711,28.7051,j,0.9021,,0,1,1,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,28.7054,29.2058,29.206,30.6935,j,1.4581,,0,2,2,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,30.6938,31.1911,31.1913,32.4089,j,1.1537,,0,3,3,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,,,,,,,,,,,,,,,,,32.4093,35.7626,space,3.3383,,,,,,,,,,,,,,,,,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,35.7661,36.2628,,,,,,,,,,,,0,f,w70.png,,,,,,36.2632,39.9833,j,0,3.6769,,0,0,0,59,1,filler_假詞,,,年指,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,39.9836,40.4715,,,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,40.4717,43.5369,j,1,3.0089,,0,1,1,5,1,實驗材料,懸,懸,出去,,
,,,,,068045,,,C1,2026-05-02_19h52.18.741,ldt,2025.1.1,Win32,62.11180124,IwY2xjawRixKJleHRuA2FlbQIxMABicmlkETE4WFEycTFocFpFSVdSNmNrc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnAN60Fd7Hw5ZnAIdOjUcB0RK2FwFycwpw7gw6EsCxVY0TQxpEpKMFZSIEt__aem_YxKjmvRZsgwioZ_4n8t0hg,,,,,,43.5372,44.0371,,,,,,,,,,,uî-pio,1,j,w13.png,,,,,,44.0373,44.8714,j,1,0.8026,,0,2,2,10,1,實驗材料,低,低,圍標,,
