hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,practrial.rt,practrial.duration,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,86.3445,86.844,,,,,,,,,,0,f,w87.png,,,,,,,,86.8446,87.7158,f,1,0.8551,,0,13,13,76,1,filler_假詞,,,大無,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,87.7161,88.2206,,,,,,,,,,0,f,w75.png,,,,,,,,88.2209,89.8161,f,1,1.5786,,0,14,14,64,1,filler_假詞,,,野吉,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,89.8166,90.316,,,,,,,,,,0,f,w82.png,,,,,,,,90.3167,92.2215,j,0,1.8881,,0,15,15,71,1,filler_假詞,,,食轉,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,92.222,92.7216,,,,,,,,,,0,f,w88.png,,,,,,,,92.7222,94.0328,j,0,1.2939,,0,16,16,77,1,filler_假詞,,,了物,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,94.0334,94.5327,,,,,,,,,thua-tiàu,1,j,w14.png,,,,,,,,94.5333,95.6781,j,1,1.1269,,0,17,17,11,1,實驗材料,低,低,拖吊,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,95.6785,96.1766,,,,,,,,,,0,f,w72.png,,,,,,,,96.177,97.1816,f,1,0.9741,,0,18,18,61,1,filler_假詞,,,家覺,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,97.182,97.6812,,,,,,,,,,0,f,w85.png,,,,,,,,97.6814,98.9376,f,1,1.2245,,0,19,19,74,1,filler_假詞,,,素鼠,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,98.9379,99.4342,,,,,,,,,,0,f,w69.png,,,,,,,,99.4346,101.1988,f,1,1.7362,,0,20,20,58,1,filler_假詞,,,把氣,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,101.1991,101.6955,,,,,,,,,hām-bîn,1,j,w44.png,,,,,,,,101.6958,104.1589,j,1,2.4346,,0,21,21,35,1,filler_純台語詞,,,陷眠,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,104.1591,104.6553,,,,,,,,,,0,f,w71.png,,,,,,,,104.6557,106.2527,j,0,1.5677,,0,22,22,60,1,filler_假詞,,,力巧,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,106.253,106.7499,,,,,,,,,iông-kuàn,1,j,w15.png,,,,,,,,106.7503,108.2072,f,0,1.4277,,0,23,23,12,1,實驗材料,低,低,融券,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,108.2076,108.7038,,,,,,,,,,0,f,w73.png,,,,,,,,108.7041,110.3009,f,1,1.5713,,0,24,24,62,1,filler_假詞,,,腹伏,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,110.301,110.7986,,,,,,,,,bú-gí/bú-gú,1,j,w23.png,,,,,,,,110.799,112.0051,j,1,1.1813,,0,25,25,18,1,實驗材料,懸,低,母語,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,112.0053,112.4978,,,,,,,,,su-uî,1,j,w32.png,,,,,,,,112.4981,113.3592,j,1,0.8291,,0,26,26,25,1,實驗材料,低,懸,思維,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,113.3596,113.8563,,,,,,,,,,0,f,w60.png,,,,,,,,113.8565,115.5458,f,1,1.6643,,0,27,27,49,1,filler_假詞,,,豬力,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,115.546,116.0405,,,,,,,,,,0,f,w78.png,,,,,,,,116.0407,117.6885,j,0,1.6269,,0,28,28,67,1,filler_假詞,,,假闊,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,117.6887,118.1847,,,,,,,,,,0,f,w55.png,,,,,,,,118.1851,119.2758,f,1,1.0633,,0,29,29,44,1,filler_假詞,,,苦碗,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,119.2761,119.7723,,,,,,,,,guân-lâi,1,j,w5.png,,,,,,,,119.7726,120.5368,j,1,0.7361,,0,30,30,4,1,實驗材料,懸,懸,原來,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,120.5371,121.0399,,,,,,,,,khòng-sòo,1,j,w18.png,,,,,,,,121.0402,122.0315,j,1,0.9724,,0,31,31,15,1,實驗材料,低,低,控訴,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,122.0318,122.5341,,,,,,,,,,0,f,w89.png,,,,,,,,122.5345,124.4384,j,0,1.8849,,0,32,32,78,1,filler_假詞,,,義活,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,124.4386,124.9388,,,,,,,,,,0,f,w74.png,,,,,,,,124.9391,126.718,f,1,1.7675,,0,33,33,63,1,filler_假詞,,,動夜,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,126.7183,127.216,,,,,,,,,,0,f,w61.png,,,,,,,,127.2163,129.5037,f,1,2.2576,,0,34,34,50,1,filler_假詞,,,呆膽,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,129.504,130.0013,,,,,,,,,tsí-sòo,1,j,w31.png,,,,,,,,130.0017,130.9314,j,1,0.9019,,0,35,35,24,1,實驗材料,低,懸,指數,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,130.9316,131.4232,,,,,,,,,khe-tsuí/khue-tsuí,1,j,w27.png,,,,,,,,131.4234,132.2257,j,1,0.7633,,0,36,36,22,1,實驗材料,懸,低,溪水,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,132.226,132.7197,,,,,,,,,gāi-gio̍h,1,j,w43.png,,,,,,,,132.7199,134.4892,j,1,1.7434,,0,37,37,34,1,filler_純台語詞,,,礙虐,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,134.4894,134.9856,,,,,,,,,,0,f,w58.png,,,,,,,,134.986,136.1728,f,1,1.1543,,0,38,38,47,1,filler_假詞,,,輕牛,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,136.173,136.6745,,,,,,,,,,0,f,w65.png,,,,,,,,136.6747,138.8731,j,0,2.179,,0,39,39,54,1,filler_假詞,,,分然,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,138.8733,139.3695,,,,,,,,,,0,f,w62.png,,,,,,,,139.3696,140.8443,f,1,1.4486,,0,40,40,51,1,filler_假詞,,,慌沉,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,140.8445,141.3418,,,,,,,,,,0,f,w59.png,,,,,,,,141.3421,142.2982,f,1,0.9249,,0,41,41,48,1,filler_假詞,,,貓快,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,142.2986,142.7908,,,,,,,,,tē-miâ/tuē-miâ,1,j,w25.png,,,,,,,,142.7911,143.7892,j,1,0.9653,,0,42,42,20,1,實驗材料,懸,低,地名,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,143.7897,144.2862,,,,,,,,,būn-tê/būn-tuê,1,j,w3.png,,,,,,,,144.2865,145.133,j,1,0.8146,,0,43,43,2,1,實驗材料,懸,懸,問題,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,145.1333,145.634,,,,,,,,,,0,f,w64.png,,,,,,,,145.6344,146.6088,f,1,0.955,,0,44,44,53,1,filler_假詞,,,莖白,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,146.609,147.1018,,,,,,,,,tshit-thô,1,j,w41.png,,,,,,,,147.1022,148.0089,j,1,0.8739,,0,45,45,32,1,filler_純台語詞,,,𨑨迌,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,148.0092,148.5101,,,,,,,,,tsi-hù,1,j,w37.png,,,,,,,,148.5104,149.4399,j,1,0.9111,,0,46,46,30,1,實驗材料,低,懸,支付,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,149.4401,149.9333,,,,,,,,,jiá-hō/liá-hō,1,j,w11.png,,,,,,,,149.9335,151.1366,j,1,1.1782,,0,47,47,8,1,實驗材料,低,低,惹禍,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,151.1368,151.6304,,,,,,,,,kiù-miā,1,j,w26.png,,,,,,,,151.6307,152.8954,j,1,1.2335,,0,48,48,21,1,實驗材料,懸,低,救命,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,152.8956,153.3954,,,,,,,,,,0,f,w80.png,,,,,,,,153.3957,154.2213,j,0,0.8149,,0,49,49,69,1,filler_假詞,,,煮配,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,154.2217,154.7175,,,,,,,,,su-iàu,1,j,w4.png,,,,,,,,154.7177,155.5491,j,1,0.8046,,0,50,50,3,1,實驗材料,懸,懸,需要,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,155.5494,156.0503,,,,,,,,,,0,f,w68.png,,,,,,,,156.0507,157.4232,j,0,1.353,,0,51,51,57,1,filler_假詞,,,變縱,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,157.4235,157.9245,,,,,,,,,tsha-ī,1,j,w34.png,,,,,,,,157.9249,159.3196,j,1,1.3752,,0,52,52,27,1,實驗材料,低,懸,差異,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,159.3198,159.8232,,,,,,,,,í-king,1,j,w1.png,,,,,,,,159.8236,160.514,j,1,0.6716,,0,53,53,0,1,實驗材料,懸,懸,已經,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,160.5143,161.0169,,,,,,,,,hāu-senn/hāu-sinn,1,j,w45.png,,,,,,,,161.0173,162.0342,j,1,0.9982,,0,54,54,36,1,filler_純台語詞,,,後生,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,162.0345,162.534,,,,,,,,,,0,f,w67.png,,,,,,,,162.5343,164.5582,f,1,2.0047,,0,55,55,56,1,filler_假詞,,,出措,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,164.5583,165.0555,,,,,,,,,hôo-sîn,1,j,w47.png,,,,,,,,165.0558,165.8284,j,1,0.7415,,0,56,56,38,1,filler_純台語詞,,,胡蠅,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,165.8287,166.3239,,,,,,,,,,0,f,w53.png,,,,,,,,166.324,167.478,f,1,1.1219,,0,57,57,42,1,filler_假詞,,,水空,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,167.4784,167.9701,,,,,,,,,uî-pio,1,j,w13.png,,,,,,,,167.9704,171.0216,f,0,3.0186,,0,58,58,10,1,實驗材料,低,低,圍標,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,171.022,171.5227,,,,,,,,,tsâi-bū,1,j,w35.png,,,,,,,,171.5232,172.2918,j,1,0.7496,,0,59,59,28,1,實驗材料,低,懸,財務,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,172.2921,172.7898,,,,,,,,,liáu-kái,1,j,w7.png,,,,,,,,172.7901,173.5383,j,1,0.7215,,0,60,60,6,1,實驗材料,懸,懸,了解,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,173.5387,174.0391,,,,,,,,,,0,f,w54.png,,,,,,,,174.0393,174.8637,f,1,0.8052,,0,61,61,43,1,filler_假詞,,,狗人,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,174.8639,175.3578,,,,,,,,,kuè--lâi,1,j,w8.png,,,,,,,,175.3582,178.5074,j,1,3.1187,,0,62,62,7,1,實驗材料,懸,懸,過來,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,178.5075,179.0064,,,,,,,,,bân-phuê/bân-phê ,1,j,w42.png,,,,,,,,179.0069,179.6414,j,1,0.6073,,0,63,63,33,1,filler_純台語詞,,,蠻皮,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,179.6417,180.1389,,,,,,,,,,0,f,w90.png,,,,,,,,180.1392,181.6769,f,1,1.5113,,0,64,64,79,1,filler_假詞,,,失務,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,181.6772,182.1784,,,,,,,,,,0,f,w57.png,,,,,,,,182.1787,183.8837,f,1,1.686,,0,65,65,46,1,filler_假詞,,,老失,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,183.8841,184.3819,,,,,,,,,tsú-kàu,1,j,w24.png,,,,,,,,184.3821,185.3151,j,1,0.9075,,0,66,66,19,1,實驗材料,懸,低,主教,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,185.3154,185.8159,,,,,,,,,,0,f,w70.png,,,,,,,,185.8162,187.8081,j,0,1.9727,,0,67,67,59,1,filler_假詞,,,年指,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,187.8083,188.307,,,,,,,,,,0,f,w86.png,,,,,,,,188.3073,189.4844,f,1,1.1453,,0,68,68,75,1,filler_假詞,,,涼層,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,189.4846,189.9797,,,,,,,,,kóng-huat,1,j,w28.png,,,,,,,,189.9799,190.8563,j,1,0.844,,0,69,69,23,1,實驗材料,懸,低,講法,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,190.8567,191.3571,,,,,,,,,,0,f,w84.png,,,,,,,,191.3574,192.724,f,1,1.3471,,0,70,70,73,1,filler_假詞,,,川角,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,192.7242,193.2232,,,,,,,,,khai-sí,1,j,w2.png,,,,,,,,193.2236,193.8339,j,1,0.5777,,0,71,71,1,1,實驗材料,懸,懸,開始,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,193.8341,194.3343,,,,,,,,,,0,f,w83.png,,,,,,,,194.3345,195.1872,f,1,0.8346,,0,72,72,72,1,filler_假詞,,,流棲,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,195.1875,195.6825,,,,,,,,,,0,f,w77.png,,,,,,,,195.6828,197.3768,f,1,1.6682,,0,73,73,66,1,filler_假詞,,,土悲,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,197.3771,197.88,,,,,,,,,,0,f,w79.png,,,,,,,,197.8803,199.9744,f,1,2.0805,,0,74,74,68,1,filler_假詞,,,熱條,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,199.9746,200.4706,,,,,,,,,hâng-ūn,1,j,w17.png,,,,,,,,200.4711,201.3746,j,1,0.876,,0,75,75,14,1,實驗材料,低,低,航運,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,201.3748,201.8755,,,,,,,,,king-siau,1,j,w12.png,,,,,,,,201.876,202.5694,j,1,0.6775,,0,76,76,9,1,實驗材料,低,低,經銷,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,202.5696,203.0676,,,,,,,,,,0,f,w66.png,,,,,,,,203.0677,204.0424,f,1,0.9508,,0,77,77,55,1,filler_假詞,,,冒張,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,204.0428,204.5414,,,,,,,,,,0,f,w51.png,,,,,,,,204.5416,206.6478,j,0,2.0844,,0,78,78,40,1,filler_假詞,,,線瓜,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,206.6484,207.146,,,,,,,,,,0,f,w52.png,,,,,,,,207.1463,210.0643,j,0,2.8901,,0,79,79,41,1,filler_假詞,,,頭舌,,
,,,,,556724,m,25,B2,2026-04-29_15h06.24.500,ldt,2025.1.1,Win32,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0647,211.0607
