hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,practrial.rt,practrial.duration,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0002,62.3091,space,62.2934,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,62.3093,69.3699,space,7.0339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,69.3729,69.8748,69.8751,74.8696,,0,0,0,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,74.8701,75.3694,75.3698,77.3194,j,0,1,1,0,1,__,1,j,w40.png,1.9203,,,,,,,,,,,,,,,,,,,,,,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,77.3197,77.8189,77.8194,79.8026,f,0,2,2,1,1,__,0,f,w92.png,1.9532,,,,,,,,,,,,,,,,,,,,,,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,79.8032,80.3024,80.3027,81.8691,j,0,3,3,2,1,__,1,j,w49.png,1.5364,,,,,,,,,,,,,,,,,,,,,,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,,,,,,,,,,,,,,,,,81.8693,86.7359,space,4.8477,,,,,,,,,,,,,,,,,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,86.7396,87.2354,,,,,,,,,hôo-sîn,1,j,w47.png,,,,,,,,87.2358,88.4023,j,1,1.137,,0,0,0,38,1,filler_純台語詞,,,胡蠅,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,88.4029,88.902,,,,,,,,,,0,f,w90.png,,,,,,,,88.9025,90.452,f,1,1.5199,,0,1,1,79,1,filler_假詞,,,失務,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,90.4522,90.9515,,,,,,,,,khòng-sòo,1,j,w18.png,,,,,,,,90.952,91.7183,j,1,0.739,,0,2,2,15,1,實驗材料,低,低,控訴,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,91.7187,92.2184,,,,,,,,,tshit-thô,1,j,w41.png,,,,,,,,92.2188,93.0687,j,1,0.828,,0,3,3,32,1,filler_純台語詞,,,𨑨迌,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,93.0689,93.5683,,,,,,,,,,0,f,w75.png,,,,,,,,93.5686,96.535,j,0,2.9198,,0,4,4,64,1,filler_假詞,,,野吉,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,96.5353,97.0347,,,,,,,,,,0,f,w55.png,,,,,,,,97.0348,98.2521,f,1,1.1795,,0,5,5,44,1,filler_假詞,,,苦碗,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,98.2523,98.7517,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,,,98.752,99.5181,j,1,0.7198,,0,6,6,5,1,實驗材料,懸,懸,出去,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,99.5184,100.0181,,,,,,,,,,0,f,w72.png,,,,,,,,100.0184,101.6178,f,1,1.5705,,0,7,7,61,1,filler_假詞,,,家覺,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,101.6182,102.1176,,,,,,,,,,0,f,w74.png,,,,,,,,102.118,103.5678,f,1,1.429,,0,8,8,63,1,filler_假詞,,,動夜,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,103.5681,104.068,,,,,,,,,,0,f,w84.png,,,,,,,,104.0683,107.0175,f,1,2.9275,,0,9,9,73,1,filler_假詞,,,川角,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,107.0178,107.5172,,,,,,,,,liáu-kái,1,j,w7.png,,,,,,,,107.5176,108.2179,j,1,0.6769,,0,10,10,6,1,實驗材料,懸,懸,了解,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,108.2182,108.7175,,,,,,,,,,0,f,w51.png,,,,,,,,108.7177,109.8008,f,1,1.0355,,0,11,11,40,1,filler_假詞,,,線瓜,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,109.801,110.3008,,,,,,,,,hāu-senn/hāu-sinn,1,j,w45.png,,,,,,,,110.3011,111.8682,j,1,1.5466,,0,12,12,36,1,filler_純台語詞,,,後生,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,111.8687,112.3675,,,,,,,,,i-kì/i-kù,1,j,w33.png,,,,,,,,112.3679,113.4009,j,1,0.9863,,0,13,13,26,1,實驗材料,低,懸,依據,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,113.4012,113.9008,,,,,,,,,ha̍k-huē,1,j,w36.png,,,,,,,,113.9011,115.0175,f,0,1.0888,,0,14,14,29,1,實驗材料,低,懸,學會,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,115.0178,115.5173,,,,,,,,,tē-miâ/tuē-miâ,1,j,w25.png,,,,,,,,115.5176,116.2506,j,1,0.7025,,0,15,15,20,1,實驗材料,懸,低,地名,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,116.2509,116.7505,,,,,,,,,,0,f,w59.png,,,,,,,,116.751,117.4837,f,1,0.7037,,0,16,16,48,1,filler_假詞,,,貓快,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,117.4841,117.9838,,,,,,,,,,0,f,w79.png,,,,,,,,117.9842,119.1009,f,1,1.0958,,0,17,17,68,1,filler_假詞,,,熱條,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,119.1012,119.6005,,,,,,,,,,0,f,w77.png,,,,,,,,119.6008,120.2838,f,1,0.6363,,0,18,18,66,1,filler_假詞,,,土悲,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,120.2843,120.7837,,,,,,,,,,0,f,w71.png,,,,,,,,120.7839,125.7836,,0,,,0,19,19,60,1,filler_假詞,,,力巧,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,125.7839,126.2834,,,,,,,,,tsha-ī,1,j,w34.png,,,,,,,,126.2838,127.367,j,1,1.0528,,0,20,20,27,1,實驗材料,低,懸,差異,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,127.3673,127.8666,,,,,,,,,,0,f,w89.png,,,,,,,,127.8669,128.6331,f,1,0.7382,,0,21,21,78,1,filler_假詞,,,義活,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,128.6333,129.1334,,,,,,,,,,0,f,w83.png,,,,,,,,129.1337,129.9002,f,1,0.7374,,0,22,22,72,1,filler_假詞,,,流棲,,
,,,,,716566,女,31,B2,2026-04-30_23h12.39.471,ldt,2025.1.1,Win32,60.24096386,IwY2xjawRgUIBleHRuA2FlbQIxMABicmlkETFsTmtWaHBsOGh6WTZDZlFMc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHiC5CSTM9rTxZrfTsJ5IlurYzwAJrWzQzm0oJBQT5oYgjB1uqVnW3XY3LlXv_aem_RbWIJO7lMXjndJeyKQaIpQ,,,,,,129.9007,130.4002,,,,,,,,,,0,f,w78.png,,,,,,,,130.4005,132.0332,j,0,1.6132,,0,23,23,67,1,filler_假詞,,,假闊,,
