hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,trialkeyboard.rt,trialkeyboard.duration,thanksroutine.started,thanksroutine.stopped
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,192.5194,193.003,,,,,,,,,,0,f,w70.png,,,,,,193.0035,198.0075,,0,0,25,25,59,1,filler_假詞,,,年指,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,198.0077,198.508,,,,,,,,,kuè--lâi,1,j,w8.png,,,,,,198.5083,203.5133,,0,0,26,26,7,1,實驗材料,懸,懸,過來,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,203.5135,204.014,,,,,,,,,hòng-siā,1,j,w22.png,,,,,,204.0142,209.0189,,0,0,27,27,17,1,實驗材料,懸,低,放射,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,209.0191,209.5029,,,,,,,,,kóng-huat,1,j,w28.png,,,,,,209.5035,214.5075,,0,0,28,28,23,1,實驗材料,懸,低,講法,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,214.5077,215.0079,,,,,,,,,,0,f,w75.png,,,,,,215.0082,220.0134,,0,0,29,29,64,1,filler_假詞,,,野吉,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,220.0136,220.5144,,,,,,,,,,0,f,w76.png,,,,,,220.5147,225.5024,,0,0,30,30,65,1,filler_假詞,,,製般,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,225.5029,226.0195,,,,,,,,,,0,f,w64.png,,,,,,226.0198,231.0073,,0,0,31,31,53,1,filler_假詞,,,莖白,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,231.0076,231.508,,,,,,,,,,0,f,w84.png,,,,,,231.5083,236.513,,0,0,32,32,73,1,filler_假詞,,,川角,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,236.5132,237.0136,,,,,,,,,hām-bîn,1,j,w44.png,,,,,,237.0138,242.0185,,0,0,33,33,35,1,filler_純台語詞,,,陷眠,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,242.0188,242.5191,,,,,,,,,king-siau,1,j,w12.png,,,,,,242.5193,247.5073,,0,0,34,34,9,1,實驗材料,低,低,經銷,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,247.5076,248.008,,,,,,,,,hôo-sîn,1,j,w47.png,,,,,,248.0082,253.0132,,0,0,35,35,38,1,filler_純台語詞,,,胡蠅,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,253.0134,253.5133,,,,,,,,,khe-tsuí/khue-tsuí,1,j,w27.png,,,,,,253.5134,258.5184,,0,0,36,36,22,1,實驗材料,懸,低,溪水,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,258.5186,259.0186,,,,,,,,,tsí-sòo,1,j,w31.png,,,,,,259.0188,264.0069,,0,0,37,37,24,1,實驗材料,低,懸,指數,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,264.0071,264.5082,,,,,,,,,iông-kuàn,1,j,w15.png,,,,,,264.5083,269.5124,,0,0,38,38,12,1,實驗材料,低,低,融券,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,269.5126,270.0131,,,,,,,,,hāu-senn/hāu-sinn,1,j,w45.png,,,,,,270.0134,275.0187,,0,0,39,39,36,1,filler_純台語詞,,,後生,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,275.0191,275.5187,,,,,,,,,hâng-ūn,1,j,w17.png,,,,,,275.5189,280.5068,,0,0,40,40,14,1,實驗材料,低,低,航運,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,280.5071,281.0079,,,,,,,,,hiau-pai,1,j,w46.png,,,,,,281.0081,286.0126,,0,0,41,41,37,1,filler_純台語詞,,,囂俳,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,286.0129,286.5132,,,,,,,,,uî-pio,1,j,w13.png,,,,,,286.5134,291.5179,,0,0,42,42,10,1,實驗材料,低,低,圍標,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,291.5181,292.0184,,,,,,,,,,0,f,w81.png,,,,,,292.0186,297.0078,,0,0,43,43,70,1,filler_假詞,,,部斑,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,297.008,297.5074,,,,,,,,,,0,f,w83.png,,,,,,297.5077,302.5123,,0,0,44,44,72,1,filler_假詞,,,流棲,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,302.5125,303.0132,,,,,,,,,jiá-hō/liá-hō,1,j,w11.png,,,,,,303.0137,308.018,,0,0,45,45,8,1,實驗材料,低,低,惹禍,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,308.0181,308.5185,,,,,,,,,i-kì/i-kù,1,j,w33.png,,,,,,308.5187,313.5065,,0,0,46,46,26,1,實驗材料,低,懸,依據,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,313.5069,314.0068,,,,,,,,,,0,f,w78.png,,,,,,314.0071,319.0123,,0,0,47,47,67,1,filler_假詞,,,假闊,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,319.0127,319.5132,,,,,,,,,,0,f,w68.png,,,,,,319.5137,324.5177,,0,0,48,48,57,1,filler_假詞,,,變縱,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,324.5179,325.0178,,,,,,,,,,0,f,w54.png,,,,,,325.018,330.0066,,0,0,49,49,43,1,filler_假詞,,,狗人,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,330.0068,330.5066,,,,,,,,,,0,f,w67.png,,,,,,330.5068,335.5124,,0,0,50,50,56,1,filler_假詞,,,出措,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,335.5127,336.0126,,,,,,,,,tsi-hù,1,j,w37.png,,,,,,336.0128,341.0176,,0,0,51,51,30,1,實驗材料,低,懸,支付,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,341.0178,341.518,,,,,,,,,kî-bōng,1,j,w38.png,,,,,,341.5182,346.506,,0,0,52,52,31,1,實驗材料,低,懸,期望,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,346.5062,347.0066,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,347.0068,352.012,,0,0,53,53,5,1,實驗材料,懸,懸,出去,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,352.0122,352.512,,,,,,,,,gāi-gio̍h,1,j,w43.png,,,,,,352.5123,357.5171,,0,0,54,54,34,1,filler_純台語詞,,,礙虐,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,357.5173,358.018,,,,,,,,,,0,f,w80.png,,,,,,358.0186,363.0059,,0,0,55,55,69,1,filler_假詞,,,煮配,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,363.0062,363.5064,,,,,,,,,,0,f,w62.png,,,,,,363.5066,368.5124,,0,0,56,56,51,1,filler_假詞,,,慌沉,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,368.5126,369.012,,,,,,,,,,0,f,w72.png,,,,,,369.0121,374.0174,,0,0,57,57,61,1,filler_假詞,,,家覺,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,374.0176,374.5178,,,,,,,,,thua-tiàu,1,j,w14.png,,,,,,374.5181,379.5064,,0,0,58,58,11,1,實驗材料,低,低,拖吊,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,379.5069,380.0069,,,,,,,,,,0,f,w60.png,,,,,,380.0071,385.0116,,0,0,59,59,49,1,filler_假詞,,,豬力,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,385.0118,385.512,,,,,,,,,,0,f,w69.png,,,,,,385.5122,390.5167,,0,0,60,60,58,1,filler_假詞,,,把氣,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,390.5169,391.0174,,,,,,,,,su-uî,1,j,w32.png,,,,,,391.0176,396.0056,,0,0,61,61,25,1,實驗材料,低,懸,思維,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,396.0058,396.5064,,,,,,,,,tē-miâ/tuē-miâ,1,j,w25.png,,,,,,396.5067,401.5119,,0,0,62,62,20,1,實驗材料,懸,低,地名,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,401.5122,402.0138,,,,,,,,,,0,f,w74.png,,,,,,402.014,407.0171,,0,0,63,63,63,1,filler_假詞,,,動夜,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,407.0173,407.5183,,,,,,,,,kiù-miā,1,j,w26.png,,,,,,407.5185,412.5055,,0,0,64,64,21,1,實驗材料,懸,低,救命,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,412.5057,413.0058,,,,,,,,,su-iàu,1,j,w4.png,,,,,,413.0061,418.0114,,0,0,65,65,3,1,實驗材料,懸,懸,需要,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,418.0116,418.5134,,,,,,,,,ha̍k-huē,1,j,w36.png,,,,,,418.5136,423.5168,,0,0,66,66,29,1,實驗材料,低,懸,學會,,,,
,,,,,908833,男,16,0,2026-05-01_17h54.51.063,ldt,2025.1.1,Win32,59.88023952,IwY2xjawRhV5ZleHRuA2FlbQIxMABicmlkETFrQklPSWEzY25qUnpxVzVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnDVqdJuJiAvreJxIBzYmGIXhND5-7YdbqsdUywL1Vhu7dJ4Ag-Qp1-rIKCQ_aem_Z4Lc-BFTixGppeAAgqXS6w,,,,,,423.517,424.0173,,,,,,,,,siu-thiann,1,j,w21.png,,,,,,424.0175,429.0059,,0,0,67,67,16,1,實驗材料,懸,低,收聽,,,,
