hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0007,14.4871,space,14.4359,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,14.4876,22.0708,space,7.5501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,22.0807,22.57,22.5713,23.6368,j,1.0025,,0,0,0,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,23.6381,24.1364,24.1374,25.303,j,1.0925,,0,1,1,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,25.3043,25.8028,25.8044,26.5861,j,0.71,,0,2,2,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,26.5874,27.0861,27.0872,28.054,j,0.9025,,0,3,3,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,28.0573,30.0039,space,1.9102,,,,,,,,,,,,,,,,,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,30.0183,30.5025,,,,,,,,,,,,0,f,w53.png,,,,,,30.5032,31.3371,j,0,0.779099999,,0,0,0,42,1,filler_假詞,,,水空,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,31.3383,31.8361,,,,,,,,,,,,0,f,w51.png,,,,,,31.8372,33.2362,j,0,1.321099999,,0,1,1,40,1,filler_假詞,,,線瓜,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,33.2372,33.7361,,,,,,,,,,,huâinn-ti̍t/huînn-ti̍t,1,j,w48.png,,,,,,33.7373,34.7028,j,1,0.887,,0,2,2,39,1,filler_純台語詞,,,橫直,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,34.7039,35.2026,,,,,,,,,,,uî-pio,1,j,w13.png,,,,,,35.2039,36.3526,j,1,1.0732,,0,3,3,10,1,實驗材料,低,低,圍標,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,36.3532,36.853,,,,,,,,,,,tsú-kàu,1,j,w24.png,,,,,,36.8541,37.72,j,1,0.800400001,,0,4,4,19,1,實驗材料,懸,低,主教,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,37.7211,38.2199,,,,,,,,,,,,0,f,w71.png,,,,,,38.2211,39.4861,j,0,1.2115,,0,5,5,60,1,filler_假詞,,,力巧,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,39.4871,39.9864,,,,,,,,,,,su-uî,1,j,w32.png,,,,,,39.9872,41.1195,j,1,1.0578,,0,6,6,25,1,實驗材料,低,懸,思維,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,41.1204,41.6198,,,,,,,,,,,tshut-khì,1,j,w6.png,,,,,,41.6208,43.0193,j,1,1.319599999,,0,7,7,5,1,實驗材料,懸,懸,出去,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,43.0196,43.5192,,,,,,,,,,,,0,f,w90.png,,,,,,43.5202,45.9026,j,0,2.3173,,0,8,8,79,1,filler_假詞,,,失務,,
,,,,,343021,男,36,b1,2026-05-01_12h29.12.852,ldt,2025.1.1,Win32,59.88023952,,,,,,45.903,46.4027,,,,,,,,,,,kuè--lâi,1,j,w8.png,,,,,,46.4039,47.2526,j,1,0.7721,,0,9,9,7,1,實驗材料,懸,懸,過來,,
