hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate
0.0003,85.8346,space,85.8048,,642532,,,,2026-05-01_13h46.45.522,ldt,2025.1.1,Win32,59.88023952
