hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0002,18.8252,space,18.7946,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,18.8258,57.1074,space,38.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,57.1176,57.6059,57.6081,62.5342,f,4.8781,,0,0,0,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,62.5368,63.0338,63.0353,64.7821,f,1.704,,0,1,1,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,64.7842,65.2812,65.2837,66.4804,j,1.154,,0,2,2,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,66.4841,66.9794,66.9806,67.7452,j,0.7191,,0,3,3,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,67.7476,69.7128,space,1.9311,,,,,,,,,,,,,,,,,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,69.7176,70.2099,,,,,,,,,,,,0,f,w64.png,,,,,,70.2121,72.3939,f,1,2.1147,,0,0,0,53,1,filler_假詞,,,莖白,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,72.3952,72.8911,,,,,,,,,,,tshit-thô,1,j,w41.png,,,,,,72.8928,73.7071,j,1,0.7507,,0,1,1,32,1,filler_純台語詞,,,𨑨迌,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,73.708,74.2062,,,,,,,,,,,kóng-huat,1,j,w28.png,,,,,,74.2072,75.5554,j,1,1.3049,,0,2,2,23,1,實驗材料,懸,低,講法,,
,,,,,729434,女,23,B1,2026-04-30_23h01.25.344,ldt,2025.1.1,Win32,60.60606061,,,,,,75.5573,76.0556,,,,,,,,,,,khòng-sòo,1,j,w18.png,,,,,,76.0572,76.9881,j,1,0.8868,,0,3,3,15,1,實驗材料,低,低,控訴,,
