hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,fbclid,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0002,30.7769,space,30.7542,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,30.7772,42.6426,space,11.8407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,42.6495,43.1433,43.1443,45.2434,f,2.0638,,0,0,0,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,45.2442,45.7429,45.7433,46.6765,j,0.9129,,0,1,1,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,46.6771,47.1764,47.177,49.5265,f,2.3171,,0,2,2,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,49.5271,50.0264,50.027,51.9096,j,1.8575,,0,3,3,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,,,,,,,,,,,,,,,,,51.91,54.2769,space,2.3478,,,,,,,,,,,,,,,,,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,54.2844,54.7765,,,,,,,,,,,su-uî,1,j,w32.png,,,,,,54.7773,55.9102,j,1,1.1004,,0,0,0,25,1,實驗材料,低,懸,思維,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,55.9109,56.41,,,,,,,,,,,,0,f,w81.png,,,,,,56.4105,58.2098,f,1,1.7664,,0,1,1,70,1,filler_假詞,,,部斑,,
,,,,,012845,女,47,B2,2026-04-30_19h28.20.869,ldt,2025.1.1,MacIntel,56.81818182,IwY2xjawRgxM9leHRuA2FlbQIxMABicmlkETFOYVFDVWwxZWxpcGJqQnBjc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHufboSW9TTCaXFiEfC2sX-YOIgq4wlDkkGs736NfZhMBuevm98LeOMunHulZ_aem_uEJQwQeAnkWiaoYYs3ozFg,,,,,,58.2102,58.7097,,,,,,,,,,,tshit-thô,1,j,w41.png,,,,,,58.7102,59.4598,j,1,0.7176,,0,2,2,32,1,filler_純台語詞,,,𨑨迌,,
