hellorotuine.started,hellorotuine.stopped,hellokey.keys,hellokey.rt,hellokey.duration,participant,性別,年齡,台語檢定成績,date,expName,psychopyVersion,OS,frameRate,instructionroutine.started,instructionroutine.stopped,intructionkeyboard.keys,intructionkeyboard.rt,intructionkeyboard.duration,fixation.started,fixation.stopped,practiceroutine.started,practiceroutine.stopped,practrial.keys,practrial.rt,practrial.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,臺羅,isword,response,ifile,pracroutine.started,pracroutine.stopped,prackey.keys,prackey.rt,prackey.duration,trialroutine.started,trialroutine.stopped,trialkeyboard.keys,trialkeyboard.corr,trialkeyboard.rt,trialkeyboard.duration,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,trialloop.ran,分組,台語詞頻分組,華語詞頻分組,漢字,thanksroutine.started,thanksroutine.stopped
0.0002,0.9587,space,0.9241,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,0.9591,5.0791,space,4.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,5.0844,5.5842,5.5865,6.783,j,1.1431,,0,0,0,3,1,__,0,f,w97.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,6.7849,7.2831,7.2848,9.415,f,2.096,,0,1,1,1,1,__,0,f,w92.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,9.4167,9.9159,9.9179,11.1171,j,1.1518,,0,2,2,0,1,__,1,j,w40.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,11.1186,11.6166,11.6185,12.5333,j,0.8714,,0,3,3,2,1,__,1,j,w49.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,12.5339,14.2504,space,1.6861,,,,,,,,,,,,,,,,,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,14.257,14.7495,,,,,,,,,,,bú-gí/bú-gú,1,j,w23.png,,,,,,14.7512,15.6994,j,1,0.9029,,0,0,0,18,1,實驗材料,懸,低,母語,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,15.7011,16.1872,,,,,,,,,,,tshit-thô,1,j,w41.png,,,,,,16.1879,16.9994,j,1,0.7384,,0,1,1,32,1,filler_純台語詞,,,𨑨迌,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,17.001,17.5072,,,,,,,,,,,tsâi-bū,1,j,w35.png,,,,,,17.5076,18.4609,j,1,0.9231,,0,2,2,28,1,實驗材料,低,懸,財務,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,18.4613,18.9501,,,,,,,,,,,kóng-huat,1,j,w28.png,,,,,,18.9521,19.6871,j,1,0.6687,,0,3,3,23,1,實驗材料,懸,低,講法,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,19.6874,20.1833,,,,,,,,,,,,0,f,w85.png,,,,,,20.185,21.5985,f,1,1.3504,,0,4,4,74,1,filler_假詞,,,素鼠,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,21.6003,22.1008,,,,,,,,,,,ha̍k-huē,1,j,w36.png,,,,,,22.1023,23.7267,f,0,1.5872,,0,5,5,29,1,實驗材料,低,懸,學會,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,23.7271,24.2163,,,,,,,,,,,,0,f,w67.png,,,,,,24.2186,25.7497,j,0,1.4578,,0,6,6,56,1,filler_假詞,,,出措,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,25.7514,26.2493,,,,,,,,,,,liáu-kái,1,j,w7.png,,,,,,26.2512,27.1497,j,1,0.8484,,0,7,7,6,1,實驗材料,懸,懸,了解,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,27.1516,27.6481,,,,,,,,,,,,0,f,w87.png,,,,,,27.6495,29.0756,j,0,1.3553,,0,8,8,76,1,filler_假詞,,,大無,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,29.0759,29.5758,,,,,,,,,,,būn-tê/būn-tuê,1,j,w3.png,,,,,,29.5759,30.2323,j,1,0.6198,,0,9,9,2,1,實驗材料,懸,懸,問題,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,30.2343,30.7366,,,,,,,,,,,su-iàu,1,j,w4.png,,,,,,30.7369,31.35,j,1,0.5657,,0,10,10,3,1,實驗材料,懸,懸,需要,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,31.3519,31.8499,,,,,,,,,,,,0,f,w77.png,,,,,,31.8514,32.9326,f,1,1.0316,,0,11,11,66,1,filler_假詞,,,土悲,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,32.9342,33.4328,,,,,,,,,,,,0,f,w70.png,,,,,,33.4343,35.0485,f,1,1.5738,,0,12,12,59,1,filler_假詞,,,年指,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,35.0502,35.5497,,,,,,,,,,,kiù-miā,1,j,w26.png,,,,,,35.551,36.449,j,1,0.8662,,0,13,13,21,1,實驗材料,懸,低,救命,,
,,,,,416502,生理男,25,B2,2026-04-30_23h54.21.704,ldt,2025.1.1,Win32,59.88023952,,,,,,36.4506,36.9488,,,,,,,,,,,king-siau,1,j,w12.png,,,,,,36.9507,37.7313,j,1,0.7334,,0,14,14,9,1,實驗材料,低,低,經銷,,
